hh_id,person_id,is_head_of_household,married,gender,race,age,voted_in_2012,is_college_graduate
306,646,1,"Single","Male","Asian",32,1,0
307,647,1,"Single","Female","White",31,1,1
307,648,0,"Single","Male","White",29,1,1
307,649,0,"Single","F","White",5,0,1
308,650,1,"Single","Female","Asian",30,1,1
308,651,0,"Single","Male","White",32,1,0
309,652,1,"Married","Female","Asian",27,0,1
309,653,0,"Married","Male","White",25,1,0
309,654,0,"Single","Male","Asian",4,0,1
309,655,0,"Single","Female","Asian",7,0,0
310,656,1,"Single","Female","White",26,0,1
310,657,0,"Single","Male","White",31,1,1
310,658,0,"Single","Female","White",7,0,0
311,659,1,"Single","MALE","White",32,0,0
312,660,1,"Married","Female","White",30,0,0
312,661,0,"Married","Male","White",25,0,1
313,662,1,"Single","F","White",30,1,1
313,663,0,"Single","Male","White",32,0,0
313,664,0,"Single","Male","White",4,0,1
313,665,0,"Single","Male","White",4,0,1
314,666,1,"Single","Male","White",30,0,1
315,667,1,"Married","Female","Black",34,1,1
315,668,0,"Married","Male","Black",30,0,1
316,669,1,"Single","Female","Black",34,1,1
316,670,0,"Single","Male","White",26,0,0
317,671,1,"Single","Male","White",28,1,1
317,672,0,"Single","Female","White",3,0,1
318,673,1,"Single","Female","White",27,0,1
318,674,0,"Single","Male","Black",32,0,1
319,675,1,"Single","Male","White",28,1,1
320,676,1,"Single","Male","White",33,0,1
321,677,1,"Single","Male","Asian",32,0,0
322,678,1,"Married","Female","White",27,1,1
322,679,0,"Married","Male","White",30,0,1
323,680,1,"Married","Female","White",31,0,1
323,681,0,"Married","Male","Asian",30,0,1
323,682,0,"Single","Male","White",6,0,0
323,683,0,"Single","Male","White",6,0,1
324,684,1,"Married","Female","Black",34,0,1
324,685,0,"Married","Male","White",30,0,1
324,686,0,"Single","Male","Black",3,0,0
324,687,0,"Single","Female","Black",5,0,0
325,688,1,"Single","Male","White",34,0,1
326,689,1,"Married","Female","White",32,0,1
326,690,0,"Married","Male","White",27,0,0
326,691,0,"Single","Male","White",6,0,1
327,692,1,"Single","Female","White",34,1,1
327,693,0,"Single","Male","White",30,0,1
327,694,0,"Single","MALE","White",6,0,1
327,695,0,"Single","Male","White",7,0,1
328,696,1,"Single","Female","White",29,0,1
328,697,0,"Single","Male","White",25,0,1
329,698,1,"Married","FEMALE","White",30,0,1
329,699,0,"Married","MALE","White",25,1,1
329,700,0,"Single","F","White",7,0,1
330,701,1,"Single","Female","White",31,0,1
330,702,0,"Single","Male","White",27,0,0
330,703,0,"Single","Female","White",5,0,0
330,704,0,"Single","F","White",6,0,0
331,705,1,"Married","FEMALE","White",30,1,1
331,706,0,"Married","Male","White",32,1,1
332,707,1,"Single","Female","White",27,0,1
332,708,0,"Single","Male","White",3,0,0
332,709,0,"Single","Male","White",6,0,1
333,710,1,"Single","Male","Asian",34,1,1
333,711,0,"Single","Male","Asian",5,0,1
333,712,0,"Single","FEMALE","Asian",7,0,1
334,713,1,"Single","Female","Asian",31,0,1
335,714,1,"Single","FEMALE","White",31,1,1
335,715,0,"Single","Male","Asian",29,0,0
335,716,0,"Single","Female","White",6,0,1
336,717,1,"Single","Female","White",28,0,0
336,718,0,"Single","Male","White",33,0,1
337,719,1,"Single","Female","Black",30,1,1
337,720,0,"Single","Male","White",33,0,1
337,721,0,"Single","Male","Black",6,0,1
338,722,1,"Married","Female","Asian",28,0,1
338,723,0,"Married","Male","White",33,1,1
339,724,1,"Married","Female","Black",32,1,0
339,725,0,"Married","Male","Asian",31,1,0
339,726,0,"Single","Female","Black",6,0,0
339,727,0,"Single","Female","Black",2,0,1
340,728,1,"Single","Female","White",30,0,1
341,729,1,"Single","Female","White",33,1,1
341,730,0,"Single","Male","Asian",33,0,1
341,731,0,"Single","Female","White",2,0,0
342,732,1,"Married","Female","Asian",33,1,1
342,733,0,"Married","Male","Asian",31,0,0
342,734,0,"Single","F","Asian",4,0,1
342,735,0,"Single","Female","Asian",3,0,1
343,736,1,"Married","Female","White",32,0,1
343,737,0,"Married","Male","Black",32,1,1
343,738,0,"Single","Male","White",6,0,1
344,739,1,"Single","Male","Asian",31,1,1
344,740,0,"Single","Male","Asian",6,0,0
345,741,1,"Married","Female","White",30,0,1
345,742,0,"Married","Male","White",31,1,1
346,743,1,"Single","Male","White",28,0,1
347,744,1,"Single","Male","White",30,0,0
348,745,1,"Married","Female","Asian",28,1,0
348,746,0,"Married","Male","Asian",34,0,1
348,747,0,"Single","Male","Asian",5,0,0
349,748,1,"Single","Female","White",30,0,1
349,749,0,"Single","Female","White",2,0,1
349,750,0,"Single","F","White",2,0,1
350,751,1,"Single","Female","White",30,0,1
350,752,0,"Single","Male","White",31,0,1
350,753,0,"Single","Male","White",7,0,0
350,754,0,"Single","Male","White",7,0,0
351,755,1,"Single","Male","Asian",32,1,0
352,756,1,"Single","Male","Asian",27,0,1
353,757,1,"Single","Female","White",31,1,1
353,758,0,"Single","MALE","White",30,0,1
354,759,1,"Single","Female","White",33,0,0
355,760,1,"Married","Female","Asian",27,1,1
355,761,0,"Married","MALE","Black",30,0,1
356,762,1,"Single","Female","Asian",33,0,0
356,763,0,"Single","Male","White",31,0,1
356,764,0,"Single","FEMALE","Asian",2,0,0
357,765,1,"Single","Female","White",30,0,1
357,766,0,"Single","MALE","White",32,0,0
357,767,0,"Single","Male","White",7,0,1
357,768,0,"Single","Female","White",6,0,1
358,769,1,"Single","Male","White",28,1,1
359,770,1,"Married","FEMALE","White",31,0,1
359,771,0,"Married","Male","White",32,1,1
359,772,0,"Single","Female","White",2,0,0
360,773,1,"Single","Male","Asian",31,0,1
361,774,1,"Single","Male","Black",34,1,1
362,775,1,"Single","Female","White",33,1,0
363,776,1,"Married","Female","White",33,0,1
363,777,0,"Married","Male","White",30,1,1
363,778,0,"Single","Male","White",2,0,1
364,779,1,"Married","Female","White",30,1,1
364,780,0,"Married","Male","White",34,1,1
365,781,1,"Single","Female","White",34,1,0
365,782,0,"Single","M","White",26,0,1
366,783,1,"Married","FEMALE","White",30,1,1
366,784,0,"Married","MALE","White",26,0,0
366,785,0,"Single","Female","White",5,0,0
367,786,1,"Single","Female","White",32,1,1
367,787,0,"Single","Male","White",33,0,1
368,788,1,"Single","Male","White",26,1,1
369,789,1,"Single","Male","White",30,0,1
370,790,1,"Single","Male","White",25,1,1
371,791,1,"Single","Male","White",28,0,1
372,792,1,"Single","Female","Black",30,1,0
372,793,0,"Single","Male","White",29,1,1
373,794,1,"Single","Female","Asian",26,1,0
373,795,0,"Single","Male","White",32,1,0
374,796,1,"Single","Male","White",31,1,1
375,797,1,"Married","FEMALE","White",33,1,1
375,798,0,"Married","Male","Asian",31,1,1
376,799,1,"Single","Female","White",28,1,0
376,800,0,"Single","Male","White",25,0,0
377,801,1,"Married","Female","White",33,0,1
377,802,0,"Married","Male","White",33,0,1
377,803,0,"Single","Male","White",2,0,0
378,804,1,"Single","Male","Asian",28,1,1
379,805,1,"Single","Male","White",30,0,0
380,806,1,"Married","Female","Asian",26,1,1
380,807,0,"Married","Male","Black",26,0,0
380,808,0,"Single","Male","Asian",4,0,1
381,809,1,"Married","F","White",31,1,1
381,810,0,"Married","Male","Black",32,0,0
381,811,0,"Single","Female","White",4,0,0
382,812,1,"Single","Female","White",30,0,0
382,813,0,"Single","Male","White",3,0,0
383,814,1,"Single","Male","White",26,0,0
383,815,0,"Single","Female","White",6,0,0
384,816,1,"Single","F","Asian",29,0,0
384,817,0,"Single","Male","White",32,0,1
384,818,0,"Single","FEMALE","Asian",5,0,1
385,819,1,"Married","Female","White",33,1,1
385,820,0,"Married","Male","White",30,0,1
385,821,0,"Single","Male","White",7,0,1
386,822,1,"Single","Male","White",34,0,1
387,823,1,"Single","Male","White",30,1,0
388,824,1,"Single","Male","Asian",28,1,1
389,825,1,"Single","MALE","Black",31,0,0
390,826,1,"Married","Female","Asian",28,1,0
390,827,0,"Married","Male","White",26,1,0
390,828,0,"Single","Female","Asian",6,0,0
390,829,0,"Single","Male","Asian",4,0,1
391,830,1,"Single","Male","White",30,0,1
392,831,1,"Single","Male","White",32,1,1
393,832,1,"Single","Female","White",31,1,1
393,833,0,"Single","Male","White",27,1,1
394,834,1,"Single","Male","White",33,0,0
395,835,1,"Single","Male","White",33,0,1
396,836,1,"Single","Male","White",31,0,1
397,837,1,"Single","Male","White",32,0,1
398,838,1,"Married","Female","White",30,1,0
398,839,0,"Married","Male","White",33,1,1
398,840,0,"Single","Male","White",5,0,0
398,841,0,"Single","Male","White",3,0,0
399,842,1,"Single","Female","White",30,0,1
399,843,0,"Single","Male","Asian",31,1,1
399,844,0,"Single","Female","White",2,0,1
400,845,1,"Single","Male","White",28,0,1
400,846,0,"Single","FEMALE","White",5,0,0
400,847,0,"Single","Female","White",7,0,1
401,848,1,"Married","Female","White",27,1,1
401,849,0,"Married","Male","White",33,1,1
402,850,1,"Married","F","White",26,1,0
402,851,0,"Married","Male","Black",30,1,1
402,852,0,"Single","Male","White",6,0,1
403,853,1,"Married","FEMALE","White",25,0,1
403,854,0,"Married","Male","White",27,1,1
404,855,1,"Single","Female","White",33,1,0
404,856,0,"Single","Male","Asian",34,0,1
404,857,0,"Single","Female","White",5,0,1
405,858,1,"Married","Female","White",29,0,1
405,859,0,"Married","Male","White",31,0,1
406,860,1,"Single","Female","White",34,1,1
406,861,0,"Single","Male","White",31,1,0
407,862,1,"Married","Female","White",29,0,1
407,863,0,"Married","Male","White",27,1,0
407,864,0,"Single","FEMALE","White",7,0,0
408,865,1,"Single","Male","White",30,0,0
409,866,1,"Married","Female","White",25,1,0
409,867,0,"Married","Male","White",33,0,1
409,868,0,"Single","MALE","White",7,0,0
409,869,0,"Single","Female","White",5,0,0
410,870,1,"Single","Female","White",25,0,0
410,871,0,"Single","Male","Asian",33,1,1
411,872,1,"Single","Female","White",34,1,0
411,873,0,"Single","Male","Black",32,0,0
412,874,1,"Single","Female","White",26,0,1
413,875,1,"Single","Female","White",31,0,1
414,876,1,"Single","Male","White",30,0,1
415,877,1,"Single","Female","White",26,0,1
415,878,0,"Single","Male","Black",28,0,0
415,879,0,"Single","Female","White",7,0,0
416,880,1,"Single","Female","White",29,1,0
416,881,0,"Single","Male","White",32,1,1
416,882,0,"Single","Male","White",7,0,1
417,883,1,"Single","Female","White",25,1,1
417,884,0,"Single","Male","White",31,0,1
417,885,0,"Single","Female","White",7,0,1
417,886,0,"Single","F","White",6,0,1
418,887,1,"Married","Female","White",29,1,0
418,888,0,"Married","Male","White",26,0,0
419,889,1,"Single","Male","White",34,0,1
420,890,1,"Single","Male","White",33,0,1
421,891,1,"Single","Female","White",29,1,0
421,892,0,"Single","Male","White",32,1,1
422,893,1,"Single","Female","White",25,0,1
422,894,0,"Single","MALE","White",30,0,1
423,895,1,"Married","Female","White",30,0,1
423,896,0,"Married","Male","Asian",30,0,0
423,897,0,"Single","Male","White",3,0,0
424,898,1,"Married","Female","Asian",31,0,1
424,899,0,"Married","Male","White",32,0,1
424,900,0,"Single","Male","Asian",2,0,1
425,901,1,"Single","F","Black",27,1,0
425,902,0,"Single","MALE","Black",26,0,1
426,903,1,"Married","Female","White",31,1,1
426,904,0,"Married","Male","White",31,1,1
426,905,0,"Single","Male","White",3,0,1
426,906,0,"Single","Male","White",2,0,1
427,907,1,"Single","Female","White",34,0,1
427,908,0,"Single","Male","Asian",25,1,0
427,909,0,"Single","Male","White",3,0,1
428,910,1,"Single","Female","Asian",29,0,1
428,911,0,"Single","Male","White",25,0,1
429,912,1,"Single","Female","White",33,0,0
429,913,0,"Single","Male","Asian",30,1,1
429,914,0,"Single","Female","White",6,0,1
429,915,0,"Single","Male","White",7,0,0
430,916,1,"Single","Male","White",32,1,1
431,917,1,"Single","Female","White",32,1,1
431,918,0,"Single","Male","Black",33,0,1
431,919,0,"Single","Male","White",3,0,1
432,920,1,"Married","Female","White",32,0,1
432,921,0,"Married","Male","Asian",34,0,1
432,922,0,"Single","MALE","White",2,0,0
432,923,0,"Single","Male","White",7,0,1
433,924,1,"Single","F","White",31,1,1
433,925,0,"Single","F","White",2,0,1
433,926,0,"Single","Male","White",4,0,1
434,927,1,"Single","Male","Asian",27,0,0
435,928,1,"Single","FEMALE","Asian",33,0,1
435,929,0,"Single","Male","White",32,1,1
436,930,1,"Single","Male","White",33,1,0
437,931,1,"Single","M","White",33,0,0
438,932,1,"Single","Female","White",32,0,0
438,933,0,"Single","Male","White",25,0,1
439,934,1,"Single","Female","White",33,0,1
439,935,0,"Single","Male","White",34,0,1
440,936,1,"Married","F","White",29,1,1
440,937,0,"Married","Male","White",31,1,1
440,938,0,"Single","Female","White",4,0,1
440,939,0,"Single","Female","White",6,0,1
441,940,1,"Married","Female","White",31,0,1
441,941,0,"Married","Male","Asian",28,1,0
442,942,1,"Single","Female","White",34,1,1
442,943,0,"Single","Male","White",26,0,1
442,944,0,"Single","Male","White",5,0,1
443,945,1,"Married","Female","White",34,0,1
443,946,0,"Married","Male","Asian",33,1,0
443,947,0,"Single","Male","White",4,0,0
444,948,1,"Married","Female","White",28,1,0
444,949,0,"Married","Male","White",29,0,0
444,950,0,"Single","Male","White",6,0,0
445,951,1,"Married","Female","White",31,1,0
445,952,0,"Married","Male","Asian",31,1,1
445,953,0,"Single","Male","White",5,0,1
445,954,0,"Single","Female","White",2,0,1
446,955,1,"Single","M","White",28,1,1
447,956,1,"Single","Male","White",30,0,1
448,957,1,"Single","Female","White",34,0,1
448,958,0,"Single","Male","White",30,1,0
448,959,0,"Single","Male","White",2,0,1
448,960,0,"Single","Female","White",6,0,1
449,961,1,"Single","Female","Asian",31,0,1
449,962,0,"Single","Male","Asian",4,0,0
450,963,1,"Single","Male","White",31,0,0
451,964,1,"Single","FEMALE","White",34,1,0
451,965,0,"Single","Male","Black",30,1,0
452,966,1,"Single","Female","White",31,0,1
452,967,0,"Single","Male","Asian",33,1,1
452,968,0,"Single","Male","White",3,0,0
452,969,0,"Single","Female","White",7,0,1
453,970,1,"Single","Female","White",28,1,0
453,971,0,"Single","Male","White",33,0,1
454,972,1,"Single","Male","White",34,0,1
455,973,1,"Single","Female","Asian",30,0,0
456,974,1,"Single","Male","White",31,0,1
457,975,1,"Single","Male","White",31,1,1
458,976,1,"Single","Female","Asian",31,0,0
458,977,0,"Single","Male","Asian",31,1,1
459,978,1,"Single","F","Asian",30,1,1
459,979,0,"Single","Male","White",29,1,1
459,980,0,"Single","Male","Asian",6,0,1
459,981,0,"Single","MALE","Asian",4,0,1
460,982,1,"Single","M","Asian",32,0,1
461,983,1,"Single","Male","Asian",31,0,1
462,984,1,"Single","Female","White",33,0,1
462,985,0,"Single","Male","Black",32,1,1
463,986,1,"Single","Male","White",25,0,1
464,987,1,"Single","F","White",26,1,0
464,988,0,"Single","M","White",30,1,1
465,989,1,"Single","Female","White",31,0,1
465,990,0,"Single","Male","Asian",29,0,0
466,991,1,"Single","F","White",26,0,1
466,992,0,"Single","Male","White",31,0,1
467,993,1,"Single","Male","White",28,1,1
468,994,1,"Single","Female","White",32,1,1
468,995,0,"Single","Male","White",32,0,1
469,996,1,"Single","Female","Black",28,1,1
469,997,0,"Single","Male","White",30,1,1
469,998,0,"Single","Female","Black",4,0,0
470,999,1,"Married","Female","Asian",27,0,0
470,1000,0,"Married","Male","White",31,1,1
470,1001,0,"Single","Male","Asian",4,0,1
471,1002,1,"Single","Female","Asian",34,0,1
471,1003,0,"Single","Male","Asian",29,1,1
471,1004,0,"Single","MALE","Asian",7,0,0
472,1005,1,"Single","Female","White",34,1,0
473,1006,1,"Married","Female","White",28,1,1
473,1007,0,"Married","Male","White",30,0,1
474,1008,1,"Married","Female","White",32,1,1
474,1009,0,"Married","Male","White",31,1,1
474,1010,0,"Single","Male","White",5,0,1
475,1011,1,"Married","Female","Asian",25,1,1
475,1012,0,"Married","Male","Black",32,0,0
476,1013,1,"Single","MALE","White",30,0,0
477,1014,1,"Single","Male","Black",33,1,0
478,1015,1,"Single","Male","White",33,1,1
479,1016,1,"Single","Male","Asian",27,0,0
479,1017,0,"Single","Male","Asian",6,0,1
480,1018,1,"Single","Female","White",31,1,0
481,1019,1,"Single","Male","White",34,0,1
482,1020,1,"Single","Male","Black",31,0,0
483,1021,1,"Married","F","Black",30,1,0
483,1022,0,"Married","Male","Asian",28,0,1
484,1023,1,"Single","Male","White",31,1,1
485,1024,1,"Single","Male","Black",25,1,0
486,1025,1,"Single","Male","White",31,1,1
486,1026,0,"Single","Male","White",6,0,1
486,1027,0,"Single","Male","White",5,0,1
487,1028,1,"Single","Male","White",33,1,1
488,1029,1,"Single","Male","Asian",27,1,1
489,1030,1,"Single","Male","White",32,0,1
490,1031,1,"Single","Female","White",31,1,1
490,1032,0,"Single","Male","White",31,0,1
490,1033,0,"Single","Male","White",3,0,1
491,1034,1,"Married","Female","White",29,1,1
491,1035,0,"Married","Male","White",31,0,1
492,1036,1,"Single","MALE","Black",29,1,1
493,1037,1,"Married","FEMALE","Black",25,1,1
493,1038,0,"Married","MALE","White",34,1,1
494,1039,1,"Single","Female","White",27,0,1
494,1040,0,"Single","Male","Black",32,0,0
495,1041,1,"Single","Female","Asian",26,1,0
495,1042,0,"Single","Male","White",26,1,1
496,1043,1,"Single","Female","White",32,0,0
496,1044,0,"Single","Male","White",33,1,1
496,1045,0,"Single","Male","White",3,0,0
496,1046,0,"Single","Female","White",6,0,1
497,1047,1,"Single","Male","Asian",28,0,1
498,1048,1,"Married","Female","White",30,0,1
498,1049,0,"Married","Male","White",31,1,1
499,1050,1,"Single","Male","Asian",28,1,1
500,1051,1,"Married","Female","Black",32,1,1
500,1052,0,"Married","Male","Black",29,0,1
500,1053,0,"Single","Male","Black",6,0,1
500,1054,0,"Single","MALE","Black",6,0,1
501,1055,1,"Single","Female","Asian",27,1,1
501,1056,0,"Single","Male","White",27,1,1
501,1057,0,"Single","MALE","Asian",3,0,1
502,1058,1,"Single","Female","White",33,0,1
502,1059,0,"Single","Male","Asian",31,1,1
502,1060,0,"Single","Female","White",5,0,0
503,1061,1,"Single","Male","White",32,1,0
504,1062,1,"Single","Female","White",31,0,1
504,1063,0,"Single","Male","White",33,0,1
504,1064,0,"Single","Female","White",5,0,1
504,1065,0,"Single","Female","White",5,0,1
505,1066,1,"Single","Male","Black",25,1,0
506,1067,1,"Single","Male","White",30,1,1
507,1068,1,"Married","Female","White",30,0,1
507,1069,0,"Married","Male","White",34,0,1
507,1070,0,"Single","Female","White",2,0,1
508,1071,1,"Married","Female","Black",31,0,1
508,1072,0,"Married","Male","White",27,0,1
508,1073,0,"Single","Female","Black",7,0,0
509,1074,1,"Single","Female","White",33,0,1
509,1075,0,"Single","Male","Black",31,1,0
509,1076,0,"Single","Female","White",5,0,1
510,1077,1,"Single","FEMALE","White",34,0,0
510,1078,0,"Single","Male","White",34,0,1
511,1079,1,"Single","Male","Black",33,0,1
512,1080,1,"Single","Male","White",28,1,0
513,1081,1,"Single","Female","Asian",34,0,1
513,1082,0,"Single","Male","Black",33,0,0
514,1083,1,"Single","Female","White",27,0,1
514,1084,0,"Single","Male","Asian",33,0,1
